1	1	3441	2.0
2	1	6198	3.0
3	1	3008	3.0
4	1	283	1.0
5	1	181	8.5
6	1	117	0.5
7	1	1636	6.0
8	1	2359	7.5
9	1	3467	5.0
10	1	2	1.0
11	1	6374	7.0
12	2	2295	7.5
13	2	2220	2.0
14	2	662	5.5
15	2	2987	4.5
16	2	2866	7.5
17	2	3244	6.0
18	2	2920	1.0
19	2	6385	5.5
20	2	5692	6.0
21	2	3115	9.5
22	2	3077	3.5
23	2	8410	5.0
24	2	2400	2.0
25	2	2401	7.0
26	2	52	3.0
27	2	283	6.0
28	3	7461	6.5
29	3	282	3.0
30	3	2936	5.0
31	3	2987	6.0
32	3	1604	3.0
33	3	7998	6.5
34	3	3473	9.0
35	3	282	1.0
36	4	3244	4.0
37	4	283	6.5
38	4	132	4.5
39	4	283	4.5
40	4	4338	3.0
41	4	881	4.5
42	4	2666	3.5
43	4	6166	2.0
44	4	7639	3.5
45	4	2876	5.5
46	4	3499	1.0
47	5	2164	1.0
48	5	282	3.5
49	5	4729	4.5
50	5	1617	7.0
51	5	4345	7.0
52	5	2341	6.5
53	6	2220	4.0
54	6	1619	5.0
55	6	6197	5.5
56	6	1	9.0
57	6	2350	4.5
58	6	6199	1.0
59	6	6369	7.5
60	6	2401	4.5
61	6	2248	1.0
62	6	53	1.5
63	7	6455	8.5
64	7	3008	2.5
65	7	283	7.5
66	7	4789	6.5
67	7	715	0.5
68	7	6199	6.5
69	7	114	0.5
70	7	3002	1.0
71	7	90	1.5
72	7	54	2.5
73	7	8465	8.0
74	7	3599	7.5
75	7	5878	4.0
76	8	663	6.0
77	8	714	2.5
78	8	6343	8.5
79	8	6343	5.5
80	8	129	8.5
81	8	6201	5.5
82	8	288	4.0
83	8	5525	1.5
84	8	6299	7.0
85	8	49	0.5
86	8	125	5.5
87	8	663	6.5
88	8	2127	7.5
89	8	6201	7.5
90	8	2400	3.0
91	8	1570	3.0
92	9	663	4.5
93	9	8406	6.0
94	9	2	0.5
95	9	2986	2.5
96	9	2866	0.5
97	9	3244	4.5
98	9	2876	1.5
99	9	2920	2.5
100	9	2871	3.5
101	9	4748	6.5
102	9	6486	8.0
103	9	6388	5.0
104	9	3155	1.5
105	9	5493	4.5
106	9	863	0.5
107	9	283	2.0
108	9	1170	3.0
109	9	283	6.5
110	9	3499	2.0
111	9	2	9.5
112	10	844	6.5
113	10	3499	9.0
114	10	5503	6.5
115	10	714	9.0
116	10	2401	9.0
117	10	2936	3.5
118	10	3008	2.5
119	10	8078	9.5
120	10	2987	8.0
121	11	8044	3.0
122	11	2866	2.0
123	11	2980	6.5
124	11	4748	3.5
125	11	2938	8.5
126	11	897	5.0
127	11	615	2.5
128	12	6895	8.5
129	12	2462	8.0
130	12	283	7.5
131	12	6198	7.0
132	12	6891	8.0
133	12	663	1.5
134	12	126	3.5
135	12	2993	7.5
136	13	2876	6.5
137	13	714	5.0
138	13	42	4.5
139	13	2209	5.0
140	13	663	3.0
141	13	2315	1.0
142	13	3480	3.5
143	13	2982	5.5
144	13	2920	8.0
145	13	283	4.0
146	13	280	1.5
148	13	6486	5.0
149	14	5502	1.0
150	14	283	3.5
151	14	3108	9.5
152	14	660	6.5
153	14	2	3.5
154	14	6933	7.0
155	14	2990	5.5
156	14	3244	9.5
157	14	2866	9.0
158	14	2920	8.5
159	14	4493	7.0
160	14	3024	1.0
161	14	7639	0.5
162	14	5132	6.5
163	14	4376	3.5
164	14	3499	2.5
165	14	3109	5.5
166	14	1636	1.0
167	14	695	8.5
168	14	663	9.5
169	14	1465	9.5
170	15	2784	1.5
171	15	6350	1.5
172	15	714	4.0
173	15	2990	3.0
174	15	2920	3.5
175	15	8410	8.0
176	15	2400	8.0
177	15	40	9.5
178	15	3484	8.0
179	15	2224	6.0
180	16	2368	7.0
181	16	2335	8.0
182	16	6199	9.5
183	16	2248	9.0
184	16	2220	6.5
185	16	4338	8.5
186	16	112	9.5
187	16	6197	1.5
188	16	3468	3.0
189	17	6455	8.5
190	17	283	5.5
191	17	132	5.0
192	17	6198	3.0
193	17	87	6.5
194	17	2224	4.0
195	17	288	4.0
196	17	663	2.5
197	17	6198	6.0
198	17	2114	7.5
199	18	157	7.5
200	18	8420	2.0
201	18	291	7.5
202	18	280	2.0
203	18	2401	3.5
204	18	1251	6.5
205	18	663	3.0
206	18	663	7.5
207	18	291	5.0
208	18	1282	1.0
209	18	2920	8.0
210	18	283	1.5
211	18	3499	6.0
212	18	8451	1.0
213	19	1636	2.0
214	19	6455	5.0
215	19	6201	4.0
216	19	2998	5.5
217	19	283	9.0
218	19	128	0.5
219	19	2248	3.0
220	19	2998	9.0
221	19	4345	0.5
222	20	283	2.5
223	20	1251	2.0
224	20	282	4.0
225	20	1519	4.5
226	20	1636	8.5
227	20	6166	4.0
228	20	1279	7.0
229	20	2439	4.5
230	20	6378	4.5
231	21	2920	3.0
232	21	8300	3.5
233	21	2994	9.5
234	21	2876	9.5
235	21	2989	2.0
236	21	2936	0.5
237	21	8451	7.5
238	21	284	5.0
239	21	283	5.0
240	21	7939	6.5
241	22	6509	1.0
242	22	52	0.5
243	22	6198	8.5
244	22	6198	5.0
245	22	6166	1.5
246	22	2248	8.0
247	22	3538	2.5
248	22	3608	9.5
249	23	2151	6.0
250	23	6198	2.0
251	23	6369	1.5
252	23	3206	2.0
253	23	714	2.5
254	23	6199	2.5
255	23	201	3.5
256	24	1334	8.5
257	24	1279	7.5
258	24	6198	4.0
259	24	6384	6.5
260	24	1280	4.0
261	24	6445	8.0
262	24	3607	9.5
263	25	2810	9.5
264	25	715	4.5
265	25	750	1.5
266	25	3863	3.0
267	25	2981	9.0
268	25	55	2.0
269	25	2400	4.5
270	25	129	4.5
271	25	283	5.5
272	25	3499	8.5
273	25	2936	1.0
274	26	3499	0.5
275	26	2220	3.0
276	26	155	6.0
277	26	280	7.5
278	26	1661	4.0
279	26	2938	6.5
280	27	2164	3.5
281	27	2220	2.5
282	27	6449	6.0
283	27	1251	6.5
284	27	8484	9.5
285	28	1636	6.0
286	28	3600	3.5
287	28	6895	7.5
288	28	2821	3.0
289	28	715	8.0
290	29	283	9.5
291	29	3499	6.5
292	29	4729	7.0
293	29	6895	4.0
294	29	3008	7.5
295	29	2586	2.0
296	29	638	6.0
297	29	6197	6.0
298	29	2920	9.5
299	29	1744	4.5
300	29	2401	1.0
301	29	2400	9.0
302	29	282	2.5
303	29	1636	1.5
304	29	283	2.0
305	29	3499	9.5
306	29	637	3.5
307	29	2248	7.0
308	29	3112	7.0
309	29	2841	3.0
310	29	3499	5.5
311	29	2334	4.5
312	29	2124	2.5
313	29	5477	9.0
314	30	663	8.0
315	30	283	1.0
316	30	8078	6.0
317	30	87	1.0
318	30	226	3.5
319	30	15	4.5
320	30	125	8.0
321	30	2989	7.5
322	31	3435	3.5
323	31	6201	5.0
324	31	3004	2.5
325	31	283	2.5
326	31	95	9.5
327	31	120	6.0
328	31	1636	3.0
329	31	2368	9.5
330	31	3471	4.0
331	31	715	9.0
332	31	8451	8.5
333	32	2290	6.0
334	32	2220	7.0
335	32	776	6.5
336	32	2990	1.0
337	32	2866	9.0
338	32	3244	4.5
339	32	2920	4.0
340	32	6395	2.0
341	32	5699	5.5
342	32	3225	8.0
343	32	3077	1.5
344	32	3193	0.5
345	32	2401	0.5
346	32	2401	1.5
347	32	51	6.5
348	32	283	2.5
349	33	6455	6.5
350	33	2998	2.0
351	33	3001	4.5
352	33	3008	4.0
353	33	8406	3.0
354	33	765	2.5
