1	11911	cup	2.0
1	19335	serving packet	3.0
1	11313	cup	3.0
1	02047	tsp	1.0
1	01212	cup	8.5
1	01128	large	0.5
1	07053	tbsp	6.0
1	09340	fruit 2-1/4" high x 2-1/2" dia	7.5
1	11941	cup	5.0
1	01002	pat (1" sq, 1/3" high)	1.0
1	20032	cup	7.0
2	09257	cup	7.5
2	09150	cup, sections	2.0
2	04511	tablespoon	5.5
2	11289	package (10 oz)	4.5
2	11143	cup chopped	7.5
2	11683	cup	6.0
2	11215	cup	1.0
2	20045	cup	5.5
2	18304	oz	6.0
2	11468	cup, sliced	9.5
2	11413	cup	3.5
2	43312	cup	5.0
2	09443	fl oz	2.0
2	09444	fl oz	7.0
2	01053	cup, whipped	3.0
2	02047	tsp	6.0
3	23563	oz	6.5
3	02046	tsp or 1 packet	3.0
3	11234	cup, chopped	5.0
3	11289	package (10 oz)	6.0
3	07013	link cooked	3.0
3	28348	roll	6.5
3	11948	slice	9.0
3	02046	tsp or 1 packet	1.0
4	11683	cup	4.0
4	02047	tsp	6.5
4	01145	pat (1" sq, 1/3" high)	4.5
4	02047	tsp	4.5
4	14555	fl oz	3.0
4	05078	oz	4.5
4	10878	serving (3 oz)	3.5
4	19296	cup	2.0
4	27052	tbsp	3.5
4	11156	tbsp chopped	5.5
4	11976	cup	1.0
5	09084	cup	1.0
5	02046	tsp or 1 packet	3.5
5	16085	cup	4.5
5	07028	slice	7.0
5	14604	fl oz	7.0
5	09307	cup, diced	6.5
6	09150	cup, sections	4.0
6	07030	oz	5.0
6	19334	tsp unpacked	5.5
6	01001	pat (1" sq, 1/3" high)	9.0
6	09318	cup, thawed	4.5
6	19336	cup unsifted	1.0
6	20027	cup	7.5
6	09444	fl oz	4.5
6	09200	cup, sections	1.0
6	01054	cup	1.5
7	20132	cup	8.5
7	11313	cup	2.5
7	02047	tsp	7.5
7	16156	tbsp	6.5
7	04602	tablespoon	0.5
7	19336	cup unsifted	6.5
7	01125	large	0.5
7	11305	cup	1.0
7	01097	fl oz	1.5
7	01055	tbsp	2.5
7	43543	cup	8.0
7	12152	cup	7.5
7	18940	muffin small	4.0
8	04513	tablespoon	6.0
8	04601	tablespoon	2.5
8	19918	package	8.5
8	19918	package	5.5
8	01140	egg	8.5
8	19340	tsp	5.5
8	02052	tsp	4.0
8	18097	oz	1.5
8	19860	tablespoon Ghirardelli label 2011	7.0
8	01049	fl oz	0.5
8	01136	cup, sifted	5.5
8	04513	tablespoon	6.5
8	09040	cup, mashed	7.5
8	19340	tsp	7.5
8	09443	fl oz	3.0
8	06972	packet	3.0
9	04513	tablespoon	4.5
9	43287	cup, chopped or diced	6.0
9	01002	pat (1" sq, 1/3" high)	0.5
9	11288	tbsp chopped	2.5
9	11143	cup chopped	0.5
9	11683	cup	4.5
9	11156	tbsp chopped	1.5
9	11215	cup	2.5
9	11149	cup (1" pieces)	3.5
9	16104	cup	6.5
9	20444	cup	8.0
9	20048	cup	5.0
9	11519	cup, sliced	1.5
9	18050	oz	4.5
9	05060	cup, chopped or diced	0.5
9	02047	tsp	2.0
9	05735	oz	3.0
9	02047	tsp	6.5
9	11976	cup	2.0
9	01002	pat (1" sq, 1/3" high)	9.5
